sale_id,sale_date,sale_hour,item_id,item_name,category,quantity,unit_price,total_amount,weather,temperature,day_of_week
S00003645,2026-01-22,21,N002,ピザまん,中華まん,1,150,150,cloudy,10.3,3
S00003646,2026-01-22,21,L002,Lチキ 旨辛,ホットスナック,1,210,210,cloudy,10.3,3
S00003647,2026-01-22,21,D001,お茶 500ml,飲料,1,150,150,cloudy,10.3,3
S00003648,2026-01-22,21,C001,カップ麺 醤油,カップ麺,1,220,220,cloudy,10.3,3
S00003649,2026-01-22,22,O004,おにぎり 梅,おにぎり,1,120,120,cloudy,10.3,3
S00003650,2026-01-22,22,D002,コーヒー 缶,飲料,2,130,260,cloudy,10.3,3
S00003651,2026-01-22,22,C001,カップ麺 醤油,カップ麺,3,220,660,cloudy,10.3,3
S00003652,2026-01-22,22,I001,アイスクリーム バニラ,アイス,1,180,180,cloudy,10.3,3
S00003653,2026-01-22,22,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,10.3,3
S00003654,2026-01-22,22,I001,アイスクリーム バニラ,アイス,1,180,180,cloudy,10.3,3
S00003655,2026-01-22,22,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,10.3,3
S00003656,2026-01-22,22,L001,Lチキ,ホットスナック,3,210,630,cloudy,10.3,3
S00003657,2026-01-22,23,OD01,おでん 大根,おでん,1,90,90,cloudy,10.3,3
S00003658,2026-01-22,23,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,10.3,3
S00003659,2026-01-22,23,C002,カップ麺 味噌,カップ麺,1,220,220,cloudy,10.3,3
S00003660,2026-01-22,23,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,10.3,3
S00003661,2026-01-22,23,N001,肉まん,中華まん,1,150,150,cloudy,10.3,3
S00003662,2026-01-22,23,I002,アイスクリーム チョコ,アイス,2,180,360,cloudy,10.3,3
S00003663,2026-01-22,23,I001,アイスクリーム バニラ,アイス,1,180,180,cloudy,10.3,3
S00003664,2026-01-22,23,N001,肉まん,中華まん,1,150,150,cloudy,10.3,3
S00003665,2026-01-23,6,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,13.3,4
S00003666,2026-01-23,6,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,13.3,4
S00003667,2026-01-23,6,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003668,2026-01-23,6,D003,スポーツドリンク,飲料,1,160,160,cloudy,13.3,4
S00003669,2026-01-23,6,SW01,シュークリーム,スイーツ,1,150,150,cloudy,13.3,4
S00003670,2026-01-23,6,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003671,2026-01-23,6,B002,のり弁当,弁当,1,398,398,cloudy,13.3,4
S00003672,2026-01-23,6,O003,おにぎり 明太子,おにぎり,1,150,150,cloudy,13.3,4
S00003673,2026-01-23,6,L002,Lチキ 旨辛,ホットスナック,1,210,210,cloudy,13.3,4
S00003674,2026-01-23,6,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,13.3,4
S00003675,2026-01-23,6,OD01,おでん 大根,おでん,2,90,180,cloudy,13.3,4
S00003676,2026-01-23,7,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,13.3,4
S00003677,2026-01-23,7,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,13.3,4
S00003678,2026-01-23,7,D001,お茶 500ml,飲料,1,150,150,cloudy,13.3,4
S00003679,2026-01-23,8,OD02,おでん たまご,おでん,1,100,100,cloudy,13.3,4
S00003680,2026-01-23,8,S001,サンドイッチ たまご,サンドイッチ,1,298,298,cloudy,13.3,4
S00003681,2026-01-23,8,L001,Lチキ,ホットスナック,1,210,210,cloudy,13.3,4
S00003682,2026-01-23,8,N002,ピザまん,中華まん,1,150,150,cloudy,13.3,4
S00003683,2026-01-23,8,D002,コーヒー 缶,飲料,1,130,130,cloudy,13.3,4
S00003684,2026-01-23,8,SW02,プリン,スイーツ,1,180,180,cloudy,13.3,4
S00003685,2026-01-23,8,SW02,プリン,スイーツ,1,180,180,cloudy,13.3,4
S00003686,2026-01-23,8,S001,サンドイッチ たまご,サンドイッチ,1,298,298,cloudy,13.3,4
S00003687,2026-01-23,8,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,13.3,4
S00003688,2026-01-23,8,B001,幕の内弁当,弁当,3,498,1494,cloudy,13.3,4
S00003689,2026-01-23,8,L001,Lチキ,ホットスナック,1,210,210,cloudy,13.3,4
S00003690,2026-01-23,8,OD02,おでん たまご,おでん,2,100,200,cloudy,13.3,4
S00003691,2026-01-23,8,I001,アイスクリーム バニラ,アイス,1,180,180,cloudy,13.3,4
S00003692,2026-01-23,8,OD03,おでん ちくわ,おでん,1,110,110,cloudy,13.3,4
S00003693,2026-01-23,8,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,13.3,4
S00003694,2026-01-23,8,SW02,プリン,スイーツ,1,180,180,cloudy,13.3,4
S00003695,2026-01-23,8,OD02,おでん たまご,おでん,3,100,300,cloudy,13.3,4
S00003696,2026-01-23,8,O004,おにぎり 梅,おにぎり,1,120,120,cloudy,13.3,4
S00003697,2026-01-23,8,SW02,プリン,スイーツ,1,180,180,cloudy,13.3,4
S00003698,2026-01-23,8,B002,のり弁当,弁当,1,398,398,cloudy,13.3,4
S00003699,2026-01-23,8,O003,おにぎり 明太子,おにぎり,1,150,150,cloudy,13.3,4
S00003700,2026-01-23,9,O001,おにぎり 鮭,おにぎり,3,140,420,cloudy,13.3,4
S00003701,2026-01-23,9,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003702,2026-01-23,9,N002,ピザまん,中華まん,2,150,300,cloudy,13.3,4
S00003703,2026-01-23,9,OD02,おでん たまご,おでん,1,100,100,cloudy,13.3,4
S00003704,2026-01-23,9,S001,サンドイッチ たまご,サンドイッチ,1,298,298,cloudy,13.3,4
S00003705,2026-01-23,9,L001,Lチキ,ホットスナック,1,210,210,cloudy,13.3,4
S00003706,2026-01-23,9,O003,おにぎり 明太子,おにぎり,1,150,150,cloudy,13.3,4
S00003707,2026-01-23,9,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,13.3,4
S00003708,2026-01-23,9,I002,アイスクリーム チョコ,アイス,1,180,180,cloudy,13.3,4
S00003709,2026-01-23,9,I002,アイスクリーム チョコ,アイス,1,180,180,cloudy,13.3,4
S00003710,2026-01-23,9,D004,コーラ 500ml,飲料,2,170,340,cloudy,13.3,4
S00003711,2026-01-23,9,B001,幕の内弁当,弁当,2,498,996,cloudy,13.3,4
S00003712,2026-01-23,9,C002,カップ麺 味噌,カップ麺,1,220,220,cloudy,13.3,4
S00003713,2026-01-23,9,SW02,プリン,スイーツ,1,180,180,cloudy,13.3,4
S00003714,2026-01-23,9,K002,からあげクン レッド,ホットスナック,3,238,714,cloudy,13.3,4
S00003715,2026-01-23,9,D002,コーヒー 缶,飲料,3,130,390,cloudy,13.3,4
S00003716,2026-01-23,9,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,13.3,4
S00003717,2026-01-23,9,B002,のり弁当,弁当,1,398,398,cloudy,13.3,4
S00003718,2026-01-23,9,D002,コーヒー 缶,飲料,1,130,130,cloudy,13.3,4
S00003719,2026-01-23,9,I002,アイスクリーム チョコ,アイス,1,180,180,cloudy,13.3,4
S00003720,2026-01-23,9,SW02,プリン,スイーツ,1,180,180,cloudy,13.3,4
S00003721,2026-01-23,9,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003722,2026-01-23,9,OD01,おでん 大根,おでん,1,90,90,cloudy,13.3,4
S00003723,2026-01-23,10,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,13.3,4
S00003724,2026-01-23,10,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003725,2026-01-23,10,C002,カップ麺 味噌,カップ麺,1,220,220,cloudy,13.3,4
S00003726,2026-01-23,10,D003,スポーツドリンク,飲料,3,160,480,cloudy,13.3,4
S00003727,2026-01-23,10,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,13.3,4
S00003728,2026-01-23,10,OD01,おでん 大根,おでん,1,90,90,cloudy,13.3,4
S00003729,2026-01-23,10,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,13.3,4
S00003730,2026-01-23,11,B002,のり弁当,弁当,1,398,398,cloudy,13.3,4
S00003731,2026-01-23,11,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003732,2026-01-23,11,C001,カップ麺 醤油,カップ麺,1,220,220,cloudy,13.3,4
S00003733,2026-01-23,11,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,13.3,4
S00003734,2026-01-23,11,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,13.3,4
S00003735,2026-01-23,11,S001,サンドイッチ たまご,サンドイッチ,1,298,298,cloudy,13.3,4
S00003736,2026-01-23,11,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,13.3,4
S00003737,2026-01-23,11,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,13.3,4
S00003738,2026-01-23,11,N002,ピザまん,中華まん,1,150,150,cloudy,13.3,4
S00003739,2026-01-23,11,I002,アイスクリーム チョコ,アイス,2,180,360,cloudy,13.3,4
S00003740,2026-01-23,11,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,13.3,4
S00003741,2026-01-23,11,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,13.3,4
S00003742,2026-01-23,11,N002,ピザまん,中華まん,1,150,150,cloudy,13.3,4
S00003743,2026-01-23,11,L001,Lチキ,ホットスナック,1,210,210,cloudy,13.3,4
S00003744,2026-01-23,11,L002,Lチキ 旨辛,ホットスナック,1,210,210,cloudy,13.3,4
S00003745,2026-01-23,12,SW02,プリン,スイーツ,1,180,180,cloudy,13.3,4
S00003746,2026-01-23,12,B001,幕の内弁当,弁当,1,498,498,cloudy,13.3,4
S00003747,2026-01-23,12,B002,のり弁当,弁当,2,398,796,cloudy,13.3,4
S00003748,2026-01-23,12,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,13.3,4
S00003749,2026-01-23,12,C002,カップ麺 味噌,カップ麺,3,220,660,cloudy,13.3,4
S00003750,2026-01-23,12,D003,スポーツドリンク,飲料,1,160,160,cloudy,13.3,4
S00003751,2026-01-23,12,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,13.3,4
S00003752,2026-01-23,12,S001,サンドイッチ たまご,サンドイッチ,3,298,894,cloudy,13.3,4
S00003753,2026-01-23,12,D001,お茶 500ml,飲料,1,150,150,cloudy,13.3,4
S00003754,2026-01-23,12,D004,コーラ 500ml,飲料,1,170,170,cloudy,13.3,4
S00003755,2026-01-23,12,K002,からあげクン レッド,ホットスナック,1,238,238,cloudy,13.3,4
S00003756,2026-01-23,12,L001,Lチキ,ホットスナック,2,210,420,cloudy,13.3,4
S00003757,2026-01-23,12,SW01,シュークリーム,スイーツ,1,150,150,cloudy,13.3,4
S00003758,2026-01-23,12,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,13.3,4
S00003759,2026-01-23,12,L001,Lチキ,ホットスナック,1,210,210,cloudy,13.3,4
S00003760,2026-01-23,12,K002,からあげクン レッド,ホットスナック,1,238,238,cloudy,13.3,4
S00003761,2026-01-23,12,B001,幕の内弁当,弁当,3,498,1494,cloudy,13.3,4
S00003762,2026-01-23,12,B002,のり弁当,弁当,3,398,1194,cloudy,13.3,4
S00003763,2026-01-23,12,C002,カップ麺 味噌,カップ麺,1,220,220,cloudy,13.3,4
S00003764,2026-01-23,12,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,13.3,4
S00003765,2026-01-23,13,O003,おにぎり 明太子,おにぎり,1,150,150,cloudy,13.3,4
S00003766,2026-01-23,13,D002,コーヒー 缶,飲料,1,130,130,cloudy,13.3,4
S00003767,2026-01-23,13,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,13.3,4
S00003768,2026-01-23,13,S001,サンドイッチ たまご,サンドイッチ,1,298,298,cloudy,13.3,4
S00003769,2026-01-23,13,OD01,おでん 大根,おでん,1,90,90,cloudy,13.3,4
S00003770,2026-01-23,13,N001,肉まん,中華まん,1,150,150,cloudy,13.3,4
S00003771,2026-01-23,13,SW01,シュークリーム,スイーツ,1,150,150,cloudy,13.3,4
S00003772,2026-01-23,13,O003,おにぎり 明太子,おにぎり,1,150,150,cloudy,13.3,4
S00003773,2026-01-23,13,D004,コーラ 500ml,飲料,1,170,170,cloudy,13.3,4
S00003774,2026-01-23,13,O004,おにぎり 梅,おにぎり,1,120,120,cloudy,13.3,4
S00003775,2026-01-23,13,C001,カップ麺 醤油,カップ麺,1,220,220,cloudy,13.3,4
S00003776,2026-01-23,13,L002,Lチキ 旨辛,ホットスナック,1,210,210,cloudy,13.3,4
S00003777,2026-01-23,13,O003,おにぎり 明太子,おにぎり,1,150,150,cloudy,13.3,4
S00003778,2026-01-23,13,SW02,プリン,スイーツ,1,180,180,cloudy,13.3,4
S00003779,2026-01-23,13,SW01,シュークリーム,スイーツ,1,150,150,cloudy,13.3,4
S00003780,2026-01-23,13,L001,Lチキ,ホットスナック,1,210,210,cloudy,13.3,4
S00003781,2026-01-23,13,OD03,おでん ちくわ,おでん,1,110,110,cloudy,13.3,4
S00003782,2026-01-23,13,N002,ピザまん,中華まん,1,150,150,cloudy,13.3,4
S00003783,2026-01-23,14,O003,おにぎり 明太子,おにぎり,1,150,150,cloudy,13.3,4
S00003784,2026-01-23,14,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003785,2026-01-23,14,O004,おにぎり 梅,おにぎり,1,120,120,cloudy,13.3,4
S00003786,2026-01-23,14,L002,Lチキ 旨辛,ホットスナック,1,210,210,cloudy,13.3,4
S00003787,2026-01-23,14,I002,アイスクリーム チョコ,アイス,1,180,180,cloudy,13.3,4
S00003788,2026-01-23,14,D002,コーヒー 缶,飲料,3,130,390,cloudy,13.3,4
S00003789,2026-01-23,14,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,13.3,4
S00003790,2026-01-23,15,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,13.3,4
S00003791,2026-01-23,15,L001,Lチキ,ホットスナック,1,210,210,cloudy,13.3,4
S00003792,2026-01-23,15,B002,のり弁当,弁当,1,398,398,cloudy,13.3,4
S00003793,2026-01-23,15,K002,からあげクン レッド,ホットスナック,1,238,238,cloudy,13.3,4
S00003794,2026-01-23,15,SW02,プリン,スイーツ,1,180,180,cloudy,13.3,4
S00003795,2026-01-23,15,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,13.3,4
S00003796,2026-01-23,15,N001,肉まん,中華まん,1,150,150,cloudy,13.3,4
S00003797,2026-01-23,15,SW02,プリン,スイーツ,1,180,180,cloudy,13.3,4
S00003798,2026-01-23,15,D001,お茶 500ml,飲料,1,150,150,cloudy,13.3,4
S00003799,2026-01-23,15,S001,サンドイッチ たまご,サンドイッチ,2,298,596,cloudy,13.3,4
S00003800,2026-01-23,15,O004,おにぎり 梅,おにぎり,3,120,360,cloudy,13.3,4
S00003801,2026-01-23,15,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,13.3,4
S00003802,2026-01-23,15,K002,からあげクン レッド,ホットスナック,1,238,238,cloudy,13.3,4
S00003803,2026-01-23,16,L001,Lチキ,ホットスナック,1,210,210,cloudy,13.3,4
S00003804,2026-01-23,16,N002,ピザまん,中華まん,1,150,150,cloudy,13.3,4
S00003805,2026-01-23,16,D001,お茶 500ml,飲料,3,150,450,cloudy,13.3,4
S00003806,2026-01-23,16,I002,アイスクリーム チョコ,アイス,2,180,360,cloudy,13.3,4
S00003807,2026-01-23,16,D001,お茶 500ml,飲料,1,150,150,cloudy,13.3,4
S00003808,2026-01-23,16,SW02,プリン,スイーツ,2,180,360,cloudy,13.3,4
S00003809,2026-01-23,16,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,13.3,4
S00003810,2026-01-23,16,SW01,シュークリーム,スイーツ,1,150,150,cloudy,13.3,4
S00003811,2026-01-23,16,N001,肉まん,中華まん,1,150,150,cloudy,13.3,4
S00003812,2026-01-23,17,N002,ピザまん,中華まん,1,150,150,cloudy,13.3,4
S00003813,2026-01-23,17,N002,ピザまん,中華まん,2,150,300,cloudy,13.3,4
S00003814,2026-01-23,17,I001,アイスクリーム バニラ,アイス,2,180,360,cloudy,13.3,4
S00003815,2026-01-23,17,L002,Lチキ 旨辛,ホットスナック,1,210,210,cloudy,13.3,4
S00003816,2026-01-23,17,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003817,2026-01-23,18,L001,Lチキ,ホットスナック,3,210,630,cloudy,13.3,4
S00003818,2026-01-23,18,C002,カップ麺 味噌,カップ麺,1,220,220,cloudy,13.3,4
S00003819,2026-01-23,18,D001,お茶 500ml,飲料,1,150,150,cloudy,13.3,4
S00003820,2026-01-23,18,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003821,2026-01-23,18,O003,おにぎり 明太子,おにぎり,1,150,150,cloudy,13.3,4
S00003822,2026-01-23,18,N002,ピザまん,中華まん,1,150,150,cloudy,13.3,4
S00003823,2026-01-23,18,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,13.3,4
S00003824,2026-01-23,18,C002,カップ麺 味噌,カップ麺,1,220,220,cloudy,13.3,4
S00003825,2026-01-23,18,OD02,おでん たまご,おでん,1,100,100,cloudy,13.3,4
S00003826,2026-01-23,18,S001,サンドイッチ たまご,サンドイッチ,1,298,298,cloudy,13.3,4
S00003827,2026-01-23,18,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,13.3,4
S00003828,2026-01-23,18,D004,コーラ 500ml,飲料,1,170,170,cloudy,13.3,4
S00003829,2026-01-23,18,B001,幕の内弁当,弁当,1,498,498,cloudy,13.3,4
S00003830,2026-01-23,18,C001,カップ麺 醤油,カップ麺,1,220,220,cloudy,13.3,4
S00003831,2026-01-23,18,B001,幕の内弁当,弁当,1,498,498,cloudy,13.3,4
S00003832,2026-01-23,18,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,13.3,4
S00003833,2026-01-23,18,D001,お茶 500ml,飲料,1,150,150,cloudy,13.3,4
S00003834,2026-01-23,18,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003835,2026-01-23,18,L001,Lチキ,ホットスナック,1,210,210,cloudy,13.3,4
S00003836,2026-01-23,18,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,13.3,4
S00003837,2026-01-23,18,O003,おにぎり 明太子,おにぎり,1,150,150,cloudy,13.3,4
S00003838,2026-01-23,18,L002,Lチキ 旨辛,ホットスナック,1,210,210,cloudy,13.3,4
S00003839,2026-01-23,18,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003840,2026-01-23,19,OD03,おでん ちくわ,おでん,1,110,110,cloudy,13.3,4
S00003841,2026-01-23,19,B001,幕の内弁当,弁当,1,498,498,cloudy,13.3,4
S00003842,2026-01-23,19,B001,幕の内弁当,弁当,2,498,996,cloudy,13.3,4
S00003843,2026-01-23,19,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003844,2026-01-23,19,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003845,2026-01-23,19,O004,おにぎり 梅,おにぎり,1,120,120,cloudy,13.3,4
S00003846,2026-01-23,19,I001,アイスクリーム バニラ,アイス,3,180,540,cloudy,13.3,4
S00003847,2026-01-23,19,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003848,2026-01-23,19,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,13.3,4
S00003849,2026-01-23,19,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003850,2026-01-23,19,OD01,おでん 大根,おでん,1,90,90,cloudy,13.3,4
S00003851,2026-01-23,19,N001,肉まん,中華まん,1,150,150,cloudy,13.3,4
S00003852,2026-01-23,19,OD02,おでん たまご,おでん,1,100,100,cloudy,13.3,4
S00003853,2026-01-23,19,SW01,シュークリーム,スイーツ,1,150,150,cloudy,13.3,4
S00003854,2026-01-23,19,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003855,2026-01-23,19,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,13.3,4
S00003856,2026-01-23,19,K002,からあげクン レッド,ホットスナック,1,238,238,cloudy,13.3,4
S00003857,2026-01-23,19,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,13.3,4
S00003858,2026-01-23,19,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,13.3,4
S00003859,2026-01-23,20,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,13.3,4
S00003860,2026-01-23,20,N001,肉まん,中華まん,1,150,150,cloudy,13.3,4
S00003861,2026-01-23,20,O003,おにぎり 明太子,おにぎり,1,150,150,cloudy,13.3,4
S00003862,2026-01-23,20,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,13.3,4
S00003863,2026-01-23,20,I001,アイスクリーム バニラ,アイス,1,180,180,cloudy,13.3,4
S00003864,2026-01-23,20,S001,サンドイッチ たまご,サンドイッチ,1,298,298,cloudy,13.3,4
S00003865,2026-01-23,20,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003866,2026-01-23,20,D004,コーラ 500ml,飲料,1,170,170,cloudy,13.3,4
S00003867,2026-01-23,20,OD03,おでん ちくわ,おでん,1,110,110,cloudy,13.3,4
S00003868,2026-01-23,21,L001,Lチキ,ホットスナック,1,210,210,cloudy,13.3,4
S00003869,2026-01-23,21,B002,のり弁当,弁当,1,398,398,cloudy,13.3,4
S00003870,2026-01-23,21,L002,Lチキ 旨辛,ホットスナック,1,210,210,cloudy,13.3,4
S00003871,2026-01-23,21,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,13.3,4
S00003872,2026-01-23,21,C001,カップ麺 醤油,カップ麺,1,220,220,cloudy,13.3,4
S00003873,2026-01-23,21,D001,お茶 500ml,飲料,1,150,150,cloudy,13.3,4
S00003874,2026-01-23,22,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,13.3,4
S00003875,2026-01-23,22,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,13.3,4
S00003876,2026-01-23,22,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003877,2026-01-23,22,SW01,シュークリーム,スイーツ,1,150,150,cloudy,13.3,4
S00003878,2026-01-23,22,O002,おにぎり ツナマヨ,おにぎり,2,130,260,cloudy,13.3,4
S00003879,2026-01-23,22,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,13.3,4
S00003880,2026-01-23,22,N002,ピザまん,中華まん,1,150,150,cloudy,13.3,4
S00003881,2026-01-23,23,S001,サンドイッチ たまご,サンドイッチ,2,298,596,cloudy,13.3,4
S00003882,2026-01-23,23,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,13.3,4
S00003883,2026-01-23,23,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,13.3,4
S00003884,2026-01-23,23,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,13.3,4
S00003885,2026-01-23,23,I002,アイスクリーム チョコ,アイス,1,180,180,cloudy,13.3,4
S00003886,2026-01-24,6,OD01,おでん 大根,おでん,1,90,90,sunny,14.7,5
S00003887,2026-01-24,6,B001,幕の内弁当,弁当,1,498,498,sunny,14.7,5
S00003888,2026-01-24,6,L002,Lチキ 旨辛,ホットスナック,1,210,210,sunny,14.7,5
S00003889,2026-01-24,6,C001,カップ麺 醤油,カップ麺,1,220,220,sunny,14.7,5
S00003890,2026-01-24,6,N002,ピザまん,中華まん,1,150,150,sunny,14.7,5
S00003891,2026-01-24,6,D003,スポーツドリンク,飲料,2,160,320,sunny,14.7,5
S00003892,2026-01-24,6,L002,Lチキ 旨辛,ホットスナック,1,210,210,sunny,14.7,5
S00003893,2026-01-24,6,K003,からあげクン チーズ,ホットスナック,3,238,714,sunny,14.7,5
S00003894,2026-01-24,6,O003,おにぎり 明太子,おにぎり,1,150,150,sunny,14.7,5
S00003895,2026-01-24,6,N002,ピザまん,中華まん,1,150,150,sunny,14.7,5
S00003896,2026-01-24,6,L001,Lチキ,ホットスナック,1,210,210,sunny,14.7,5
S00003897,2026-01-24,7,B003,チキン南蛮弁当,弁当,1,548,548,sunny,14.7,5
S00003898,2026-01-24,7,C001,カップ麺 醤油,カップ麺,1,220,220,sunny,14.7,5
S00003899,2026-01-24,7,OD02,おでん たまご,おでん,1,100,100,sunny,14.7,5
S00003900,2026-01-24,7,O004,おにぎり 梅,おにぎり,1,120,120,sunny,14.7,5
S00003901,2026-01-24,7,D003,スポーツドリンク,飲料,1,160,160,sunny,14.7,5
S00003902,2026-01-24,7,B003,チキン南蛮弁当,弁当,1,548,548,sunny,14.7,5
S00003903,2026-01-24,7,D001,お茶 500ml,飲料,2,150,300,sunny,14.7,5
S00003904,2026-01-24,7,L002,Lチキ 旨辛,ホットスナック,1,210,210,sunny,14.7,5
S00003905,2026-01-24,7,SW01,シュークリーム,スイーツ,1,150,150,sunny,14.7,5
S00003906,2026-01-24,7,SW01,シュークリーム,スイーツ,1,150,150,sunny,14.7,5
S00003907,2026-01-24,7,SW02,プリン,スイーツ,1,180,180,sunny,14.7,5
S00003908,2026-01-24,7,OD01,おでん 大根,おでん,1,90,90,sunny,14.7,5
S00003909,2026-01-24,8,K002,からあげクン レッド,ホットスナック,1,238,238,sunny,14.7,5
S00003910,2026-01-24,8,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,sunny,14.7,5
S00003911,2026-01-24,8,B002,のり弁当,弁当,1,398,398,sunny,14.7,5
S00003912,2026-01-24,8,O001,おにぎり 鮭,おにぎり,1,140,140,sunny,14.7,5
S00003913,2026-01-24,8,D002,コーヒー 缶,飲料,1,130,130,sunny,14.7,5
S00003914,2026-01-24,8,K001,からあげクン レギュラー,ホットスナック,3,238,714,sunny,14.7,5
S00003915,2026-01-24,8,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,sunny,14.7,5
S00003916,2026-01-24,8,O002,おにぎり ツナマヨ,おにぎり,3,130,390,sunny,14.7,5
S00003917,2026-01-24,8,I001,アイスクリーム バニラ,アイス,1,180,180,sunny,14.7,5
S00003918,2026-01-24,8,L002,Lチキ 旨辛,ホットスナック,1,210,210,sunny,14.7,5
S00003919,2026-01-24,8,O002,おにぎり ツナマヨ,おにぎり,1,130,130,sunny,14.7,5
S00003920,2026-01-24,9,L001,Lチキ,ホットスナック,2,210,420,sunny,14.7,5
S00003921,2026-01-24,9,O003,おにぎり 明太子,おにぎり,1,150,150,sunny,14.7,5
S00003922,2026-01-24,9,D003,スポーツドリンク,飲料,1,160,160,sunny,14.7,5
S00003923,2026-01-24,9,OD01,おでん 大根,おでん,1,90,90,sunny,14.7,5
S00003924,2026-01-24,9,K001,からあげクン レギュラー,ホットスナック,1,238,238,sunny,14.7,5
S00003925,2026-01-24,9,D002,コーヒー 缶,飲料,1,130,130,sunny,14.7,5
S00003926,2026-01-24,9,K002,からあげクン レッド,ホットスナック,1,238,238,sunny,14.7,5
S00003927,2026-01-24,9,D001,お茶 500ml,飲料,1,150,150,sunny,14.7,5
S00003928,2026-01-24,9,B002,のり弁当,弁当,1,398,398,sunny,14.7,5
S00003929,2026-01-24,9,O004,おにぎり 梅,おにぎり,1,120,120,sunny,14.7,5
